WellName,EventCode,Event_ID,API,Objective,ProjectNumber,StartDate,EndDate,Asset,Failure_Location,Root_Cause
FREWEN 8-120D,WO,1LcFI,4903728078,CLEAN OUT - SWAB,1000635201_7883_3728,6/12/2016,6/12/2016,West,NULL,CRITICAL RATE
FREWEN 8-120D,WO,EwjjF,4903728078,CLEAN OUT - SWAB,1000635201_7883_3728,5/29/2016,5/29/2016,West,NULL,CRITICAL RATE
FREWEN 8-120D,WO,ueN0J,4903728078,CLEAN OUT - SWAB,1000635201_7883_3728,4/5/2016,4/8/2016,West,NULL,CRITICAL RATE
FREWEN 8-120D,WO,bjlds,4903728078,CLEAN OUT - SWAB,X4-013RW-E:FW8_120D,2/22/2017,2/28/2017,West,NULL,CRITICAL RATE
FREWEN 8-120D,WO,LIlZN,4903728078,GAS LIFT INSTALL,X4-01497,4/18/2017,5/16/2017,West,NULL,CRITICAL RATE
LANEY WASH 15-1,WO,FPe0O,4903724512,ROD PUMP REMOVAL,X4-0149G,4/5/2017,4/18/2017,West,NULL,CRITICAL RATE
LANEY WASH 15-1,WO,cVJLX,4903724512,ROD PUMP REPAIR,1000343590_6751_3724,5/11/2016,5/11/2016,West,NULL,CRITICAL RATE
LANEY WASH 15-1,WO,UwHP5,4903724512,SURVEILLANCE,X4_01482-E:LW15_1,6/7/2017,6/7/2017,West,NULL,CRITICAL RATE
TWO RIM UNIT 20-3,WO,iwBwp,4903724629,SURVEILLANCE,X4-013RT-E:TRU20_3,1/27/2017,1/27/2017,West,NULL,CRITICAL RATE
TWO RIM UNIT 21-10D,WO,ecohG,4903727519,CLEAN OUT - SWAB,X4-013RW-E:TRU21_10D,12/2/2016,12/3/2016,West,NULL,CRITICAL RATE
TWO RIM UNIT 21-10D,WO,80DVi,4903727519,PLUNGER LIFT REPAIR,X4-013RP-E:TR_21_10D,2/9/2017,2/9/2017,West,NULL,CRITICAL RATE
TWO RIM UNIT 21-10D,WO,M1cDG,4903727519,PLUNGER LIFT REPAIR,X4-013RP-E:TR21_10D,11/22/2016,11/23/2016,West,NULL,CRITICAL RATE
TWO RIM UNIT 21-10D,WO,Gmz0j,4903727519,SURVEILLANCE,NULL,12/6/2017,12/7/2017,West,NULL,CRITICAL RATE
C G ROAD UNIT 25-40D,WO,4SKVQ,4903728544,CLEAN OUT,X4-0144H,2/8/2017,2/13/2017,East,TUBING,ENGINEERING DESIGN
C G ROAD UNIT 25-40D,WO,7dj1C,4903728544,CLEAN OUT - SWAB,NULL,12/11/2017,12/12/2017,East,TUBING,ENGINEERING DESIGN
C G ROAD UNIT 25-40D,WO,Pc3eu,4903728544,CLEAN OUT - SWAB,NULL,1/9/2018,1/10/2018,East,TUBING,ENGINEERING DESIGN
C G ROAD UNIT 25-40D,WO,GmFCo,4903728544,CLEAN OUT - SWAB,1000726836_7883_3728,5/26/2016,5/26/2016,East,TUBING,ENGINEERING DESIGN
C G ROAD UNIT 25-40D,WO,oH1P0,4903728544,CLEAN OUT - SWAB,1000726836_7883_3728,5/16/2016,5/16/2016,East,TUBING,ENGINEERING DESIGN
C G ROAD UNIT 25-40D,WO,Uq01F,4903728544,CLEAN OUT - SWAB,1000726836_7883_3728,3/30/2016,3/30/2016,East,TUBING,ENGINEERING DESIGN
C G ROAD UNIT 25-40D,WO,2TnEh,4903728544,CLEAN OUT - SWAB,X4-013RW-E:CGR25_40D,1/10/2017,1/17/2017,East,TUBING,ENGINEERING DESIGN
C G ROAD UNIT 25-40D,WO,WSCRY,4903728544,CLEAN OUT - SWAB,X4-013RW-E:CGRU25_40,12/18/2016,12/25/2016,East,TUBING,ENGINEERING DESIGN
C G ROAD UNIT 25-40D,WO,euiC7,4903728544,CLEAN OUT - SWAB,X4-01470-E:CG_25_40D,5/11/2017,5/11/2017,East,TUBING,ENGINEERING DESIGN
C G ROAD UNIT 25-40D,WO,uEyt1,4903728544,CLEAN OUT - SWAB,X4-01470-E:CG_25_40D,6/2/2017,6/2/2017,East,TUBING,ENGINEERING DESIGN
C G ROAD UNIT 25-40D,WO,Ukhqb,4903728544,CLEAN OUT - SWAB,X4-01470-E:CG_25_40D,6/1/2017,6/1/2017,East,TUBING,ENGINEERING DESIGN
C G ROAD UNIT 25-40D,WO,SAdSA,4903728544,CLEAN OUT - SWAB,X4-01470-E:CG25_40D,5/25/2017,5/26/2017,East,TUBING,ENGINEERING DESIGN
C G ROAD UNIT 25-40D,WO,uIRnw,4903728544,CLEAN OUT - SWAB,X4-01470-E:CGR25_40D,3/18/2017,3/21/2017,East,TUBING,ENGINEERING DESIGN
C G ROAD UNIT 25-40D,WO,EqIYB,4903728544,CLEAN OUT - SWAB,X4-01470-E:CGU25_40D,6/15/2017,6/21/2017,East,TUBING,ENGINEERING DESIGN
C G ROAD UNIT 25-40D,WO,lauKN,4903728544,CLEAN OUT - SWAB,X4-01470-E:CRU25_40D,8/21/2017,8/21/2017,East,TUBING,ENGINEERING DESIGN
C.G. ROAD UNIT 3-140D,WO,DTSUh,4903728510,CLEAN OUT - SWAB,NULL,7/10/2017,7/11/2017,East,NULL,ENGINEERING DESIGN
C.G. ROAD UNIT 3-140D,WO,DTSUh,4903728510,CLEAN OUT - SWAB,NULL,7/10/2017,7/11/2017,East,PACEMAKER PLUNGER,ENGINEERING DESIGN
C.G. ROAD UNIT 3-140D,WO,DTSUh,4903728510,CLEAN OUT - SWAB,NULL,7/10/2017,7/11/2017,East,PADDED PLUNGER,ENGINEERING DESIGN
C.G. ROAD UNIT 3-140D,WO,jQt6Y,4903728510,CLEAN OUT - SWAB,NULL,7/21/2017,7/21/2017,East,NULL,ENGINEERING DESIGN
C.G. ROAD UNIT 3-140D,WO,jQt6Y,4903728510,CLEAN OUT - SWAB,NULL,7/21/2017,7/21/2017,East,PACEMAKER PLUNGER,ENGINEERING DESIGN
C.G. ROAD UNIT 3-140D,WO,jQt6Y,4903728510,CLEAN OUT - SWAB,NULL,7/21/2017,7/21/2017,East,PADDED PLUNGER,ENGINEERING DESIGN
C.G. ROAD UNIT 3-140D,WO,FLEWF,4903728510,CLEAN OUT - SWAB,1000748798_7883_3728,6/12/2016,6/14/2016,East,NULL,ENGINEERING DESIGN
C.G. ROAD UNIT 3-140D,WO,FLEWF,4903728510,CLEAN OUT - SWAB,1000748798_7883_3728,6/12/2016,6/14/2016,East,PACEMAKER PLUNGER,ENGINEERING DESIGN
C.G. ROAD UNIT 3-140D,WO,FLEWF,4903728510,CLEAN OUT - SWAB,1000748798_7883_3728,6/12/2016,6/14/2016,East,PADDED PLUNGER,ENGINEERING DESIGN
C.G. ROAD UNIT 3-140D,WO,t8b28,4903728510,CLEAN OUT - SWAB,1000748798_7883_3728,9/24/2016,9/24/2016,East,NULL,ENGINEERING DESIGN
C.G. ROAD UNIT 3-140D,WO,t8b28,4903728510,CLEAN OUT - SWAB,1000748798_7883_3728,9/24/2016,9/24/2016,East,PACEMAKER PLUNGER,ENGINEERING DESIGN
C.G. ROAD UNIT 3-140D,WO,t8b28,4903728510,CLEAN OUT - SWAB,1000748798_7883_3728,9/24/2016,9/24/2016,East,PADDED PLUNGER,ENGINEERING DESIGN
C.G. ROAD UNIT 3-140D,WO,tvFsL,4903728510,CLEAN OUT - SWAB,X4-013RW-E:CG3_140,2/21/2017,2/21/2017,East,NULL,ENGINEERING DESIGN
C.G. ROAD UNIT 3-140D,WO,tvFsL,4903728510,CLEAN OUT - SWAB,X4-013RW-E:CG3_140,2/21/2017,2/21/2017,East,PACEMAKER PLUNGER,ENGINEERING DESIGN
C.G. ROAD UNIT 3-140D,WO,tvFsL,4903728510,CLEAN OUT - SWAB,X4-013RW-E:CG3_140,2/21/2017,2/21/2017,East,PADDED PLUNGER,ENGINEERING DESIGN
C.G. ROAD UNIT 3-140D,WO,LBqqK,4903728510,CLEAN OUT - SWAB,X4-013RW-E:CGR3_140D,2/10/2017,2/10/2017,East,NULL,ENGINEERING DESIGN
C.G. ROAD UNIT 3-140D,WO,LBqqK,4903728510,CLEAN OUT - SWAB,X4-013RW-E:CGR3_140D,2/10/2017,2/10/2017,East,PACEMAKER PLUNGER,ENGINEERING DESIGN
C.G. ROAD UNIT 3-140D,WO,LBqqK,4903728510,CLEAN OUT - SWAB,X4-013RW-E:CGR3_140D,2/10/2017,2/10/2017,East,PADDED PLUNGER,ENGINEERING DESIGN
C.G. ROAD UNIT 3-140D,WO,d9ZYJ,4903728510,CLEAN OUT - SWAB,X4-01470-E:CGR3_140D,3/31/2017,4/3/2017,East,NULL,ENGINEERING DESIGN
C.G. ROAD UNIT 3-140D,WO,d9ZYJ,4903728510,CLEAN OUT - SWAB,X4-01470-E:CGR3_140D,3/31/2017,4/3/2017,East,PACEMAKER PLUNGER,ENGINEERING DESIGN
C.G. ROAD UNIT 3-140D,WO,d9ZYJ,4903728510,CLEAN OUT - SWAB,X4-01470-E:CGR3_140D,3/31/2017,4/3/2017,East,PADDED PLUNGER,ENGINEERING DESIGN
C.G. ROAD UNIT 3-140D,WO,fLPfH,4903728510,CLEAN OUT - SWAB,X4-01470-E:CGR3_140D,3/16/2017,3/17/2017,East,NULL,ENGINEERING DESIGN
C.G. ROAD UNIT 3-140D,WO,fLPfH,4903728510,CLEAN OUT - SWAB,X4-01470-E:CGR3_140D,3/16/2017,3/17/2017,East,PACEMAKER PLUNGER,ENGINEERING DESIGN
C.G. ROAD UNIT 3-140D,WO,fLPfH,4903728510,CLEAN OUT - SWAB,X4-01470-E:CGR3_140D,3/16/2017,3/17/2017,East,PADDED PLUNGER,ENGINEERING DESIGN
C.G. ROAD UNIT 3-140D,WO,2QhGA,4903728510,CLEAN OUT - SWAB,X4-01470-E:CGU3_140D,6/16/2017,6/16/2017,East,NULL,ENGINEERING DESIGN
C.G. ROAD UNIT 3-140D,WO,2QhGA,4903728510,CLEAN OUT - SWAB,X4-01470-E:CGU3_140D,6/16/2017,6/16/2017,East,PACEMAKER PLUNGER,ENGINEERING DESIGN
C.G. ROAD UNIT 3-140D,WO,2QhGA,4903728510,CLEAN OUT - SWAB,X4-01470-E:CGU3_140D,6/16/2017,6/16/2017,East,PADDED PLUNGER,ENGINEERING DESIGN
C.G. ROAD UNIT 3-140D,WO,fHSEu,4903728510,PLUNGER LIFT REPAIR,NULL,4/21/2017,4/21/2017,East,NULL,ENGINEERING DESIGN
C.G. ROAD UNIT 3-140D,WO,fHSEu,4903728510,PLUNGER LIFT REPAIR,NULL,4/21/2017,4/21/2017,East,PACEMAKER PLUNGER,ENGINEERING DESIGN
C.G. ROAD UNIT 3-140D,WO,fHSEu,4903728510,PLUNGER LIFT REPAIR,NULL,4/21/2017,4/21/2017,East,PADDED PLUNGER,ENGINEERING DESIGN
C.G. ROAD UNIT 3-70D,WO,CpR6e,4903728506,CLEAN OUT - SWAB,X4-013RW-E:CGRU3_70D,2/4/2017,2/4/2017,East,NULL,ENGINEERING DESIGN
C.G. ROAD UNIT 3-70D,WO,CpR6e,4903728506,CLEAN OUT - SWAB,X4-013RW-E:CGRU3_70D,2/4/2017,2/4/2017,East,BUMPER SPRING,ENGINEERING DESIGN
C.G. ROAD UNIT 3-70D,WO,XvB7g,4903728506,PLUNGER LIFT REPAIR,X4-013RP-E:CGRU3_70D,1/31/2017,1/31/2017,East,NULL,ENGINEERING DESIGN
C.G. ROAD UNIT 3-70D,WO,XvB7g,4903728506,PLUNGER LIFT REPAIR,X4-013RP-E:CGRU3_70D,1/31/2017,1/31/2017,East,BUMPER SPRING,ENGINEERING DESIGN
CG ROAD UNIT 36-80D,WO,rJJ3V,4903729107,CLEAN OUT,NULL,11/15/2017,11/16/2017,East,NULL,ENGINEERING DESIGN
CG ROAD UNIT 36-80D,WO,YC9TZ,4903729107,CLEAN OUT - SWAB,NULL,12/8/2017,12/8/2017,East,NULL,ENGINEERING DESIGN
CG ROAD UNIT 36-80D,WO,IJIZp,4903729107,CLEAN OUT - SWAB,1000765982_7883_3729,6/23/2016,6/23/2016,East,NULL,ENGINEERING DESIGN
CG ROAD UNIT 36-80D,WO,VPSh9,4903729107,CLEAN OUT - SWAB,1000765982_7883_3729,7/26/2016,7/29/2016,East,NULL,ENGINEERING DESIGN
CG ROAD UNIT 36-80D,WO,IVWWe,4903729107,CLEAN OUT - SWAB,X4-013RW-E:CGR36_80D,1/3/2017,1/3/2017,East,NULL,ENGINEERING DESIGN
CG ROAD UNIT 36-80D,WO,p3TXZ,4903729107,CLEAN OUT - SWAB,X4-013RW-E:CGR36_80D,2/17/2017,2/17/2017,East,NULL,ENGINEERING DESIGN
CG ROAD UNIT 36-80D,WO,3QX91,4903729107,CLEAN OUT - SWAB,X4-013RW-E:CGRU36_80,12/13/2016,12/20/2016,East,NULL,ENGINEERING DESIGN
CG ROAD UNIT 36-80D,WO,j5fJx,4903729107,CLEAN OUT - SWAB,X4-01470-E:CG_36_80,8/1/2017,8/1/2017,East,NULL,ENGINEERING DESIGN
CG ROAD UNIT 36-80D,WO,mteTJ,4903729107,CLEAN OUT - SWAB,X4-01470-E:CGR36_80,4/3/2017,4/3/2017,East,NULL,ENGINEERING DESIGN
CG ROAD UNIT 36-80D,WO,4Rpxg,4903729107,CLEAN OUT - SWAB,X4-01470-E:CGR36-80,5/9/2017,5/9/2017,East,NULL,ENGINEERING DESIGN
CG ROAD UNIT 36-80D,WO,qnBIQ,4903729107,CLEAN OUT - SWAB,X4-01470-E:CGU36_80D,6/13/2017,6/15/2017,East,NULL,ENGINEERING DESIGN
CG ROAD UNIT 36-80D,WO,7roMZ,4903729107,PLUNGER LIFT REPAIR,1000765982_7880_3729,6/2/2016,6/7/2016,East,NULL,ENGINEERING DESIGN
CG ROAD UNIT 36-80D,WO,jSD1M,4903729107,SURVEILLANCE,NULL,11/18/2017,11/19/2017,East,NULL,ENGINEERING DESIGN
CG ROAD UNIT 36-80D,WO,FhcDT,4903729107,SURVEILLANCE,X4-01472-E:CG36_80D,8/8/2017,8/8/2017,East,NULL,ENGINEERING DESIGN
CHAMPLIN 261 G5,WO,f53ys,4900722093,CLEAN OUT - SWAB,X4-013NM,2/16/2017,2/16/2017,West,TUBING,ENGINEERING DESIGN
CHAMPLIN 261 G5,WO,rIWKq,4900722093,SURVEILLANCE,NULL,6/30/2017,6/30/2017,West,TUBING,ENGINEERING DESIGN
CHAMPLIN 261 G5,WO,A8LvK,4900722093,TUBING REPAIR,X4-013NM,12/13/2016,12/21/2016,West,TUBING,ENGINEERING DESIGN
CHAMPLIN 261 G5,WO,KZ3DM,4900722093,TUBING SHOT,X4-01474-E:CH261G5,6/30/2017,6/30/2017,West,TUBING,ENGINEERING DESIGN
CHAMPLIN 263 B-10D,WO,e1RK4,4903728753,PLUNGER LIFT REPAIR,1000722017_7880_3728,7/14/2016,7/14/2016,East,BYPASS PLUNGER,ENGINEERING DESIGN
CHAMPLIN 263 B-10D,WO,OFADG,4903728753,PLUNGER LIFT REPAIR,1000722017_7880_3728,9/2/2016,9/2/2016,East,BYPASS PLUNGER,ENGINEERING DESIGN
CHAMPLIN 263 B-10D,WO,EyBbR,4903728753,PLUNGER LIFT REPAIR,X4-013RP-E:CH263B_10,11/10/2016,11/12/2016,East,BYPASS PLUNGER,ENGINEERING DESIGN
CHAMPLIN 263 B-10D,WO,cYS2c,4903728753,PLUNGER LIFT REPAIR,X4-01472-E:CH263_10 ,7/10/2017,7/24/2017,East,BYPASS PLUNGER,ENGINEERING DESIGN
CHAMPLIN 263 B-10D,WO,V4AQK,4903728753,PLUNGER LIFT REPAIR,X4-01472-E:CH263_10,7/25/2017,7/25/2017,East,BYPASS PLUNGER,ENGINEERING DESIGN
CHAMPLIN 263 B-160D,WO,1vqBs,4903728745,PLUNGER LIFT REPAIR,X4-01472-E:CH263_160,7/7/2017,7/24/2017,East,BUMPER SPRING,ENGINEERING DESIGN
CHAMPLIN 263 B-160D,WO,ocyWZ,4903728745,PLUNGER LIFT REPAIR,X4-01472-E:CH263_160,7/25/2017,7/25/2017,East,BUMPER SPRING,ENGINEERING DESIGN
CHAMPLIN 444 I-5,WO,bsMm6,4900723121,SURVEILLANCE,X4-01482-E-CH444i5,5/8/2017,5/8/2017,West,BUMPER SPRING,ENGINEERING DESIGN
CHAMPLIN 452 E 15-110D,WO,oPt43,4903729394,PLUNGER LIFT REPAIR,X4-01472-E:C452E_110,7/26/2017,7/27/2017,East,PACEMAKER PLUNGER,ENGINEERING DESIGN
CHAMPLIN 452 E 15-110D,WO,ZwInZ,4903729394,PLUNGER LIFT REPAIR,X4-01475-E:C452E110D,5/3/2017,5/4/2017,East,PACEMAKER PLUNGER,ENGINEERING DESIGN
CHAMPLIN 452 E 15-110D,WO,TlGlW,4903729394,SURVEILLANCE,NULL,1/4/2018,1/5/2018,East,PACEMAKER PLUNGER,ENGINEERING DESIGN
CHAMPLIN 452 E 15-110D,WO,fMsqt,4903729394,WELLHEAD REPAIR,X4-01475-E:C452E110D,5/1/2017,5/1/2017,East,PACEMAKER PLUNGER,ENGINEERING DESIGN
CHAMPLIN 452 E 15-120D,WO,Fc36O,4903729395,PLUNGER LIFT REPAIR,X4-01472-E:C452E_120,7/26/2017,7/26/2017,East,PACEMAKER PLUNGER,ENGINEERING DESIGN
CHAMPLIN 452 E 15-120D,WO,Je130,4903729395,PLUNGER LIFT REPAIR,X4-01472-E:C452E_120,5/3/2017,5/3/2017,East,PACEMAKER PLUNGER,ENGINEERING DESIGN
CHAMPLIN 452 E 15-120D,WO,qigex,4903729395,WELLHEAD REPAIR,X4-01475-E:C452E120D,5/1/2017,5/1/2017,East,PACEMAKER PLUNGER,ENGINEERING DESIGN
COAL BANK 17-130D,WO,Wxam4,4900723785,CLEAN OUT - SWAB,X4-01470-E:CB17_130D,7/31/2017,7/31/2017,East,PRODUCTION TREE,ENGINEERING DESIGN
COAL BANK 17-130D,WO,Jy4qD,4900723785,PLUNGER LIFT INSTALL,X4-01472-E:CB_17130D,8/14/2017,8/14/2017,East,PRODUCTION TREE,ENGINEERING DESIGN
COAL BANK 17-130D,WO,mOCe1,4900723785,TUBING INSPECTION,1000625269_7881_0723,8/31/2016,8/31/2016,East,PRODUCTION TREE,ENGINEERING DESIGN
COAL BANK 17-130D,WO,wBMWh,4900723785,TUBING REPAIR,X4-013M0,11/14/2016,11/30/2016,East,PRODUCTION TREE,ENGINEERING DESIGN
COAL BANK 17-130D,WO,eG240,4900723785,TUBING REPAIR,X4-0151C,3/5/2018,NULL,East,PRODUCTION TREE,ENGINEERING DESIGN
COAL BANK 17-130D,WO,cXrJo,4900723785,WELLHEAD REPAIR,X4-01475-E:CB17_130,6/15/2017,6/15/2017,East,PRODUCTION TREE,ENGINEERING DESIGN
FIVEMILE 31-110D,WO,7KLnI,4903729091,CLEAN OUT - SWAB,X4-013RW-E:FM31_110D,1/17/2017,1/19/2017,East,PADDED PLUNGER,ENGINEERING DESIGN
FIVEMILE 31-120D,WO,nEWxB,4903729092,CLEAN OUT - SWAB,1000756098_7883_3729,9/25/2016,9/25/2016,East,NULL,ENGINEERING DESIGN
FIVEMILE 31-120D,WO,1EBjM,4903729092,CLEAN OUT - SWAB,X4-013RW-E:FM_31_120,2/6/2017,2/6/2017,East,NULL,ENGINEERING DESIGN
FIVEMILE 31-120D,WO,sgUYD,4903729092,CLEAN OUT - SWAB,X4-013RW-E:FM31_120D,12/5/2016,12/5/2016,East,NULL,ENGINEERING DESIGN
FIVEMILE 31-120D,WO,yVAGB,4903729092,CLEAN OUT - SWAB,X4-013RW-E:FM31_120D,12/13/2016,12/13/2016,East,NULL,ENGINEERING DESIGN
FIVEMILE 31-120D,WO,ZO72N,4903729092,GAS LIFT INSTALL,X4-0149V,5/12/2017,5/25/2017,East,NULL,ENGINEERING DESIGN
FIVEMILE 31-130D,SLK,1P31y,4903729093,CLEAN OUT - SWAB,1000756106,11/13/2017,11/13/2017,East,NULL,ENGINEERING DESIGN
FIVEMILE 31-130D,SLK,HvKo7,4903729093,CLEAN OUT - SWAB,1000756106,8/23/2017,8/23/2017,East,NULL,ENGINEERING DESIGN
FIVEMILE 31-130D,WO,bKwjo,4903729093,CLEAN OUT - SWAB,NULL,2/7/2017,2/7/2017,East,NULL,ENGINEERING DESIGN
FIVEMILE 31-130D,WO,sD9qy,4903729093,CLEAN OUT - SWAB,1000756106_7883_3729,9/2/2016,9/2/2016,East,NULL,ENGINEERING DESIGN
FIVEMILE 31-130D,WO,EDvFC,4903729093,CLEAN OUT - SWAB,X4-013RW-E:FM_31_130,1/11/2017,1/14/2017,East,NULL,ENGINEERING DESIGN
FIVEMILE 31-130D,WO,CHKSi,4903729093,CLEAN OUT - SWAB,X4-013RW-E:FM31_130D,1/4/2017,1/4/2017,East,NULL,ENGINEERING DESIGN
FIVEMILE 31-130D,WO,PU0H4,4903729093,CLEAN OUT - SWAB,X4-013RW-E:FM31_130D,12/6/2016,12/6/2016,East,NULL,ENGINEERING DESIGN
FIVEMILE 33-140D,WO,mb5ua,4903729374,PLUNGER LIFT REPAIR,X4-01472-E:FM33_140D,3/21/2017,3/21/2017,East,NULL,ENGINEERING DESIGN
FIVEMILE 33-140D,WO,TfhtA,4903729374,SURVEILLANCE,X4-01472-E:FM33_140D,2/27/2017,2/27/2017,East,NULL,ENGINEERING DESIGN
HIGH POINT 23-3,WO,KlNln,4900722600,ROD PUMP REPAIR,1000555193,6/27/2017,7/6/2017,East,NULL,ENGINEERING DESIGN
HIGH POINT 23-3,WO,f30pv,4900722600,ROD PUMP REPAIR,X4-014KM,5/26/2017,5/31/2017,East,NULL,ENGINEERING DESIGN
HIGH POINT 27-3,SLK,5dTt8,4900722598,CLEAN OUT - SWAB,X4-01482-E,10/17/2017,10/18/2017,East,TUBING,ENGINEERING DESIGN
HIGH POINT 27-3,WO,gcoFO,4900722598,CLEAN OUT,X4-01470-E,8/24/2017,8/24/2017,East,TUBING,ENGINEERING DESIGN
HIGH POINT 27-3,WO,wi0Nn,4900722598,CLEAN OUT - SWAB,NULL,5/21/2017,5/23/2017,East,TUBING,ENGINEERING DESIGN
HIGH POINT 27-3,WO,oVwWB,4900722598,CLEAN OUT - SWAB,X4-01470-E:HP27_3,3/20/2017,3/20/2017,East,TUBING,ENGINEERING DESIGN
HIGH POINT 27-3,WO,YI2qI,4900722598,PLUNGER LIFT REPAIR,NULL,5/10/2017,5/12/2017,East,TUBING,ENGINEERING DESIGN
HIGH POINT 27-3,WO,MUKqw,4900722598,PLUNGER LIFT REPAIR,1000366443_7880_0722,10/4/2016,10/4/2016,East,TUBING,ENGINEERING DESIGN
HIGH POINT 27-3,WO,6vm6D,4900722598,TUBING REPAIR,X4-01418,2/2/2017,2/9/2017,East,TUBING,ENGINEERING DESIGN
LATHAM DRAW 29-90D,WO,LCL7U,4903728172,PLUNGER LIFT REPAIR,X4-01472-E:LD29_90D,3/6/2017,3/7/2017,West,NULL,ENGINEERING DESIGN
LUMAN 15-70D,SLK,PFPP0,4903729349,CLEAN OUT - SWAB,X4-01470-E:LM15_70,9/5/2017,9/6/2017,East,BUMPER SPRING,ENGINEERING DESIGN
LUMAN 15-70D,WO,r14gO,4903729349,CLEAN OUT - SWAB,X4-013RW-E:LM15_70D,10/25/2016,10/25/2016,East,BUMPER SPRING,ENGINEERING DESIGN
LUMAN 15-70D,WO,xAQyk,4903729349,CLEAN OUT - SWAB,X4-013RW-E:LMN15_70D,2/6/2017,2/6/2017,East,BUMPER SPRING,ENGINEERING DESIGN
LUMAN 15-70D,WO,mQ6tP,4903729349,PLUNGER LIFT REPAIR,X4-013RP-E:L15_70D,2/6/2017,2/7/2017,East,BUMPER SPRING,ENGINEERING DESIGN
MONUMENT 35-1,WO,Vfrsi,4903725797,PLUNGER LIFT REPAIR,X4-01472-E:M35_1,8/2/2017,8/2/2017,East,NULL,ENGINEERING DESIGN
MUDDY CREEK 3-30D,WO,6J28a,4900723993,PLUNGER LIFT REPAIR,X4-01472-E:MC3_30D,4/20/2017,4/20/2017,East,STANDING VALVE,ENGINEERING DESIGN
MUDDY CREEK 9-30D,WO,ly9GR,4900724175,PLUNGER LIFT REPAIR,X4-01472-E:MD9_30D,4/18/2017,4/19/2017,East,BUMPER SPRING,ENGINEERING DESIGN
RED DESERT 5-110D,SLK,axItA,4903728832,CLEAN OUT - SWAB,1000746933,11/28/2017,11/28/2017,East,BUMPER SPRING,ENGINEERING DESIGN
RED DESERT 5-110D,SLK,mMnh1,4903728832,CLEAN OUT - SWAB,1000746933,11/14/2017,11/14/2017,East,BUMPER SPRING,ENGINEERING DESIGN
RED DESERT 5-110D,WO,MmIdk,4903728832,CLEAN OUT,1000746933,3/5/2018,3/15/2019,East,BUMPER SPRING,ENGINEERING DESIGN
RED DESERT 5-110D,WO,A4ioF,4903728832,PLUNGER LIFT REPAIR,X4-013RW-E:RD5_110D,12/4/2016,12/4/2016,East,BUMPER SPRING,ENGINEERING DESIGN
RED DESERT 5-110D,WO,v9JQK,4903728832,TUBING SHOT,X4-013T2-E:RD5_110D,1/20/2017,1/20/2017,East,BUMPER SPRING,ENGINEERING DESIGN
SIBERIA 3-120D,WO,8bR3t,4903729144,PLUNGER LIFT REPAIR,X4-01472-E:S3_120D,9/13/2017,9/14/2017,East,STANDING VALVE,ENGINEERING DESIGN
SIBERIA 3-120D,WO,3FoYe,4903729144,SURVEILLANCE,NULL,9/13/2017,9/14/2017,East,STANDING VALVE,ENGINEERING DESIGN
SOURDOUGH 35-30D,WO,DtNe0,4903729262,CLEAN OUT - SWAB,X4-01470-E:SD35_30D,4/10/2017,4/25/2017,East,NULL,ENGINEERING DESIGN
SOURDOUGH 35-30D,WO,n2iWE,4903729262,CLEAN OUT - SWAB,X4-01470-E:SD35_30D,3/6/2017,3/9/2017,East,NULL,ENGINEERING DESIGN
SOURDOUGH 35-30D,WO,m7mFr,4903729262,PLUNGER LIFT REPAIR,X4-013RP-E:SD35_30D,11/11/2016,11/11/2016,East,NULL,ENGINEERING DESIGN
SOURDOUGH 35-30D,WO,eLaMj,4903729262,PLUNGER LIFT REPAIR,X4-01472-E:S35_30,5/8/2017,5/8/2017,East,NULL,ENGINEERING DESIGN
SOURDOUGH 35-30D,WO,sI6N0,4903729262,PLUNGER LIFT REPAIR,X4-01472-E:S35_30,4/12/2017,5/8/2017,East,NULL,ENGINEERING DESIGN
SOURDOUGH 35-30D,WO,8cden,4903729262,REPAIR - WELLHEAD,1000780569,7/13/2017,7/13/2017,East,NULL,ENGINEERING DESIGN
TIERNEY II UNIT 25-40D,SLK,pPl1Y,4903727910,SURVEILLANCE,X4-01482-E:TIIU25_40,9/29/2017,9/29/2017,West,TUBING,ENGINEERING DESIGN
TIERNEY II UNIT 25-40D,WO,PM7Eg,4903727910,CLEAN OUT - SWAB,X4-01470-E:TIIU25_40,10/12/2017,10/12/2017,West,TUBING,ENGINEERING DESIGN
TIERNEY II UNIT 25-40D,WO,5eZ0A,4903727910,PLUNGER LIFT REPAIR,X4-01472-E:TU25_40,6/14/2017,6/14/2017,West,TUBING,ENGINEERING DESIGN
TIERNEY II UNIT 25-40D,WO,7cf4K,4903727910,PLUNGER LIFT REPAIR,X4-01472-E:TU25_41,6/28/2017,6/28/2017,West,TUBING,ENGINEERING DESIGN
TIERNEY II UNIT 25-40D,WO,G3eF4,4903727910,SURVEILLANCE,NULL,6/14/2017,6/15/2017,West,TUBING,ENGINEERING DESIGN
TIERNEY II UNIT 25-40D,WO,pXcvR,4903727910,SURVEILLANCE,NULL,6/28/2017,6/28/2017,West,TUBING,ENGINEERING DESIGN
TIERNEY II UNIT 25-40D,WO,mudOB,4903727910,SURVEILLANCE,1000658278_7881_3727,10/6/2016,10/6/2016,West,TUBING,ENGINEERING DESIGN
