WellName,EventCode,Event_ID,API,Objective,ProjectNumber,StartDate,EndDate,Asset,Failure_Location,Root_Cause
CHAMPLIN 261 H6,SLK,T1tV6,4900722311,SURVEILLANCE,1000602888,3/20/2018,3/21/2018,West,BUMPER SPRING,SAND
CHAMPLIN 261 H6,WO,qgOoJ,4900722311,CLEAN OUT,X4-0147H,3/22/2017,3/29/2017,West,BUMPER SPRING,SAND
CHAMPLIN 261 H6,WO,ttdBu,4900722311,PLUNGER LIFT REPAIR,X4-013RP-E:CH261H6,2/17/2017,2/17/2017,West,BUMPER SPRING,SAND
CHAMPLIN 261 H6,WO,ePH1w,4900722311,SURVEILLANCE,NULL,3/21/2018,3/21/2018,West,BUMPER SPRING,SAND
CHAMPLIN 261 H6,WO,nb8Rd,4900722311,SURVEILLANCE,NULL,3/20/2018,3/21/2018,West,BUMPER SPRING,SAND
EIGHTMILE 7-90,WO,StSKv,4900723400,ROD PUMP REPAIR,X4-012TL,7/7/2016,8/17/2016,West,NULL,SAND
EIGHTMILE 7-90,WO,TanXW,4900723400,ROD PUMP REPAIR,X4-013YH,12/20/2016,12/22/2016,West,NULL,SAND
HIGH POINT 27-3,SLK,5dTt8,4900722598,CLEAN OUT - SWAB,X4-01482-E,10/17/2017,10/18/2017,East,NULL,SAND
HIGH POINT 27-3,WO,gcoFO,4900722598,CLEAN OUT,X4-01470-E,8/24/2017,8/24/2017,East,NULL,SAND
HIGH POINT 27-3,WO,wi0Nn,4900722598,CLEAN OUT - SWAB,NULL,5/21/2017,5/23/2017,East,NULL,SAND
HIGH POINT 27-3,WO,oVwWB,4900722598,CLEAN OUT - SWAB,X4-01470-E:HP27_3,3/20/2017,3/20/2017,East,NULL,SAND
HIGH POINT 27-3,WO,YI2qI,4900722598,PLUNGER LIFT REPAIR,NULL,5/10/2017,5/12/2017,East,NULL,SAND
HIGH POINT 27-3,WO,MUKqw,4900722598,PLUNGER LIFT REPAIR,1000366443_7880_0722,10/4/2016,10/4/2016,East,NULL,SAND
HIGH POINT 27-3,WO,6vm6D,4900722598,TUBING REPAIR,X4-01418,2/2/2017,2/9/2017,East,NULL,SAND
MEXICAN FLATS 1-2,WO,ERhJX,4903725577,PLUNGER LIFT REPAIR,NULL,8/3/2017,8/3/2017,West,NULL,SAND
MEXICAN FLATS 1-2,WO,3CLLN,4903725577,SURVEILLANCE,X4-01482-E-MF1_2,5/24/2017,5/24/2017,West,NULL,SAND
MEXICAN FLATS 1-2,WO,JDNEQ,4903725577,TUBING DEPTH CHANGE,X4-014C1,4/18/2017,4/21/2017,West,NULL,SAND
SOURDOUGH 33-110D,WO,iNgNe,4903728732,PLUNGER LIFT INSTALL,X4-01472-E:SD33_110D,4/25/2017,4/27/2017,East,NULL,SAND
SOURDOUGH 33-110D,WO,LlWpK,4903728732,PLUNGER LIFT REPAIR,NULL,5/26/2017,5/27/2017,East,NULL,SAND
SOURDOUGH 33-110D,WO,01N7H,4903728732,PLUNGER LIFT REPAIR,1000717694_7880_3728,10/13/2016,10/13/2016,East,NULL,SAND
SOURDOUGH 33-110D,WO,3AUHe,4903728732,TUBING REPAIR,X4-01439,2/13/2017,2/17/2017,East,NULL,SAND
SOURDOUGH 35-60D,WO,evdVI,4903729260,ROD PUMP REPAIR,1000780577_6751_3729,3/22/2016,3/29/2016,East,NULL,SAND
SOURDOUGH 35-60D,WO,NUcA0,4903729260,ROD PUMP REPAIR,X4-01322,5/27/2016,6/18/2016,East,NULL,SAND
WEST WAMSUTTER 33-70D,WO,mYYlk,4903727783,PLUNGER LIFT REPAIR,NULL,4/4/2017,4/4/2017,East,STANDING VALVE,SAND
WEST WAMSUTTER 33-70D,WO,rAYiD,4903727783,SURVEILLANCE,X4-013RP-E:WW33_70D,11/17/2016,11/17/2016,East,STANDING VALVE,SAND
COAL BANK 33-3,WO,5SMuL,4900721479,PLUNGER LIFT REPAIR,1000145151_7880_0721,6/7/2016,6/7/2016,East,BYPASS PLUNGER,SEAL LEAK
COAL BANK 33-3,WO,BKehf,4900721479,SURVEILLANCE,X4-013RT-E:CB33_3,12/1/2016,12/1/2016,East,BYPASS PLUNGER,SEAL LEAK
C.G. ROAD 9-3,SLK,xS6e1,4903726608,CLEAN OUT - SWAB,1000565416,11/20/2017,11/27/2017,East,NULL,SURFACE FAILURE
C.G. ROAD 9-3,SLK,xS6e1,4903726608,CLEAN OUT - SWAB,1000565416,11/20/2017,11/27/2017,East,PRODUCTION TREE,SURFACE FAILURE
C.G. ROAD 9-3,SLK,v5iqY,4903726608,CLEAN OUT - SWAB,X4-01470-E:CG_R_9_3,9/22/2017,9/26/2017,East,NULL,SURFACE FAILURE
C.G. ROAD 9-3,SLK,v5iqY,4903726608,CLEAN OUT - SWAB,X4-01470-E:CG_R_9_3,9/22/2017,9/26/2017,East,PRODUCTION TREE,SURFACE FAILURE
C.G. ROAD 9-3,WO,bx4iY,4903726608,CLEAN OUT - SWAB,1000565416_7883_3726,8/19/2016,8/19/2016,East,NULL,SURFACE FAILURE
C.G. ROAD 9-3,WO,bx4iY,4903726608,CLEAN OUT - SWAB,1000565416_7883_3726,8/19/2016,8/19/2016,East,PRODUCTION TREE,SURFACE FAILURE
C.G. ROAD 9-3,WO,l5kkh,4903726608,CLEAN OUT - SWAB,1000565416_7883_3726,5/12/2016,5/12/2016,East,NULL,SURFACE FAILURE
C.G. ROAD 9-3,WO,l5kkh,4903726608,CLEAN OUT - SWAB,1000565416_7883_3726,5/12/2016,5/12/2016,East,PRODUCTION TREE,SURFACE FAILURE
C.G. ROAD 9-3,WO,Dpa0l,4903726608,CLEAN OUT - SWAB,X4-013RP-E:CGR9_3,2/6/2017,2/7/2017,East,NULL,SURFACE FAILURE
C.G. ROAD 9-3,WO,Dpa0l,4903726608,CLEAN OUT - SWAB,X4-013RP-E:CGR9_3,2/6/2017,2/7/2017,East,PRODUCTION TREE,SURFACE FAILURE
C.G. ROAD 9-3,WO,64ntY,4903726608,CLEAN OUT - SWAB,X4-013RW-E:CGR_9_3,2/17/2017,2/19/2017,East,NULL,SURFACE FAILURE
C.G. ROAD 9-3,WO,64ntY,4903726608,CLEAN OUT - SWAB,X4-013RW-E:CGR_9_3,2/17/2017,2/19/2017,East,PRODUCTION TREE,SURFACE FAILURE
C.G. ROAD 9-3,WO,WM6w3,4903726608,CLEAN OUT - SWAB,X4-01470-E:CG_R9_3,8/28/2017,8/28/2017,East,NULL,SURFACE FAILURE
C.G. ROAD 9-3,WO,WM6w3,4903726608,CLEAN OUT - SWAB,X4-01470-E:CG_R9_3,8/28/2017,8/28/2017,East,PRODUCTION TREE,SURFACE FAILURE
C.G. ROAD 9-3,WO,BFirM,4903726608,PLUNGER LIFT REPAIR,X4-013RP-E:CGR9_3,2/1/2017,2/1/2017,East,NULL,SURFACE FAILURE
C.G. ROAD 9-3,WO,BFirM,4903726608,PLUNGER LIFT REPAIR,X4-013RP-E:CGR9_3,2/1/2017,2/1/2017,East,PRODUCTION TREE,SURFACE FAILURE
C.G. ROAD UNIT 4-80D,SLK,ETg7a,4903727618,CLEAN OUT - SWAB,X4-01470-E:CGR_U480D,8/29/2017,8/31/2017,East,NULL,SURFACE FAILURE
C.G. ROAD UNIT 4-80D,WO,E1Php,4903727618,CLEAN OUT - SWAB,1000624858_7883_3727,9/20/2016,9/22/2016,East,NULL,SURFACE FAILURE
C.G. ROAD UNIT 4-80D,WO,xb4gO,4903727618,CLEAN OUT - SWAB,X4-01470-E:CGR_4_80,8/3/2017,8/3/2017,East,NULL,SURFACE FAILURE
C.G. ROAD UNIT 4-80D,WO,lAC6D,4903727618,CLEAN OUT - SWAB,X4-01470-E:CGR4_80D,8/4/2017,8/4/2017,East,NULL,SURFACE FAILURE
C.G. ROAD UNIT 4-80D,WO,x3NJf,4903727618,CLEAN OUT - SWAB,X4-01470-E:CGRU4_80D,4/21/2017,4/24/2017,East,NULL,SURFACE FAILURE
C.G. ROAD UNIT 4-80D,WO,p4tdU,4903727618,PLUNGER LIFT REPAIR,X4-01472-E:CGRU4_80D,4/8/2017,4/8/2017,East,NULL,SURFACE FAILURE
C.G. ROAD UNIT 4-80D,WO,oHa46,4903727618,TREATMENT - ACID,1000624858_8100_3727,8/25/2016,8/25/2016,East,NULL,SURFACE FAILURE
CHAMPLIN 222 E5,WO,7vpm1,4900722028,CLEAN OUT - SWAB,X4-013RW-E:CH222E5,3/3/2017,3/3/2017,West,BYPASS PLUNGER,SURFACE FAILURE
CHAMPLIN 242 A4,SLK,eiDjK,4900721888,CLEAN OUT - SWAB,1000800471,10/30/2017,10/31/2017,East,TUBING,SURFACE FAILURE
CHAMPLIN 242 A4,WO,ZB9nS,4900721888,CLEAN OUT - SWAB,X4-013RW-E:CH242A_4,2/9/2017,2/9/2017,East,TUBING,SURFACE FAILURE
CHAMPLIN 337 J-5-9,WO,HA2PS,4900723040,CLEAN OUT,1000236653,3/13/2018,3/20/2018,West,NULL,SURFACE FAILURE
CHAMPLIN 337 J-5-9,WO,oHlFD,4900723040,CLEAN OUT - SWAB,1000236653_7883_0723,9/6/2016,9/6/2016,West,NULL,SURFACE FAILURE
CHAMPLIN 337 J-5-9,WO,jZmO5,4900723040,CLEAN OUT - SWAB,X4-013RW-E:C337J_5_9,2/13/2017,2/13/2017,West,NULL,SURFACE FAILURE
CHAMPLIN 337 J-5-9,WO,0popP,4900723040,CLEAN OUT - SWAB,X4-013RW-E:CH337J5_9,11/8/2016,11/8/2016,West,NULL,SURFACE FAILURE
COAL BANK 5-80D,WO,rXEYI,4900724011,PLUNGER LIFT REPAIR,X4-01482-E:CB5_80D,3/14/2017,3/14/2017,East,BYPASS PLUNGER,SURFACE FAILURE
COAL BANK 5-80D,WO,mCkjh,4900724011,SURVEILLANCE,X4-01482-E:CB5_80,6/2/2017,6/2/2017,East,BYPASS PLUNGER,SURFACE FAILURE
COAL BANK 5-80D,WO,VbJRC,4900724011,TUBING REPAIR,X4-014NF,8/1/2017,8/2/2017,East,BYPASS PLUNGER,SURFACE FAILURE
FREWEN 7-15D,SLK,KWrHG,4903728059,CLEAN OUT - SWAB,1000642066,1/29/2018,1/29/2018,West,SEPARATOR,SURFACE FAILURE
FREWEN 7-15D,WO,6P1iX,4903728059,CLEAN OUT - SWAB,X4-013RW-E:FW7_15D,2/7/2017,2/8/2017,West,SEPARATOR,SURFACE FAILURE
LATHAM DRAW 7-100,WO,3UHLe,4903727361,CLEAN OUT - SWAB,X4-013RW-E:LD7_100,2/21/2017,2/27/2017,East,BYPASS PLUNGER,SURFACE FAILURE
LUMAN 25-1,WO,X5xdT,4903725772,CLEAN OUT - SWAB,X4-01470-E:LUM25_1,3/8/2017,3/9/2017,East,NULL,SURFACE FAILURE
LUMAN 25-1,WO,RdZuu,4903725772,SURVEILLANCE,X4-01482-E:LM25_1,6/2/2017,6/2/2017,East,NULL,SURFACE FAILURE
RED DESERT 5-20D,WO,KyQGW,4903728827,CLEAN OUT - SWAB,X4-01470-E:RD_5_20D,8/21/2017,8/21/2017,East,NULL,SURFACE FAILURE
RED DESERT 5-20D,WO,s85rJ,4903728827,CLEAN OUT - SWAB,X4-01470-E:RD5_20D,5/8/2017,5/9/2017,East,NULL,SURFACE FAILURE
RED DESERT 5-20D,WO,SYJb7,4903728827,SURVEILLANCE,X4-01482-E:RD5_20,5/17/2017,5/17/2017,East,NULL,SURFACE FAILURE
RED DESERT 5-20D,WO,unfOG,4903728827,TREATMENT,X4-014P4,6/15/2017,6/20/2017,East,NULL,SURFACE FAILURE
TWO RIM UNIT 21-10D,WO,ecohG,4903727519,CLEAN OUT - SWAB,X4-013RW-E:TRU21_10D,12/2/2016,12/3/2016,West,CASING,SURFACE FAILURE
TWO RIM UNIT 21-10D,WO,80DVi,4903727519,PLUNGER LIFT REPAIR,X4-013RP-E:TR_21_10D,2/9/2017,2/9/2017,West,CASING,SURFACE FAILURE
TWO RIM UNIT 21-10D,WO,M1cDG,4903727519,PLUNGER LIFT REPAIR,X4-013RP-E:TR21_10D,11/22/2016,11/23/2016,West,CASING,SURFACE FAILURE
TWO RIM UNIT 21-10D,WO,Gmz0j,4903727519,SURVEILLANCE,NULL,12/6/2017,12/7/2017,West,CASING,SURFACE FAILURE
SOURDOUGH 33-50D,WO,fdFuU,4903728738,CLEAN OUT - SWAB,1000717660_7880_3728,10/22/2016,10/22/2016,East,NULL,TEMPERATURE
SOURDOUGH 33-50D,WO,VK4BD,4903728738,CLEAN OUT - SWAB,X4-013RW-E:SD_3350D,12/21/2016,12/21/2016,East,NULL,TEMPERATURE
SOURDOUGH 33-50D,WO,vEfvL,4903728738,CLEAN OUT - SWAB,X4-013RW-E:SD33_50D,11/23/2016,11/28/2016,East,NULL,TEMPERATURE
SOURDOUGH 33-50D,WO,15qdF,4903728738,CLEAN OUT - SWAB,X4-013RW-E:SRD33_50D,5/1/2017,5/5/2017,East,NULL,TEMPERATURE
SOURDOUGH 33-50D,WO,6umAW,4903728738,SURVEILLANCE,X4-013RT-E:SD33_50D,12/28/2016,12/28/2016,East,NULL,TEMPERATURE
SOURDOUGH 25-50D,WO,DXN8t,4903728518,CLEAN OUT,X4-013W1,7/26/2017,8/29/2017,East,BYPASS PLUNGER,TIGHT SPOT
SOURDOUGH 25-50D,WO,1N0RI,4903728518,CLEAN OUT - SWAB,1000716043_7883_3728,6/15/2016,6/16/2016,East,BYPASS PLUNGER,TIGHT SPOT
SOURDOUGH 25-50D,WO,f78qb,4903728518,CLEAN OUT - SWAB,1000716043_7883_3728,6/3/2016,6/3/2016,East,BYPASS PLUNGER,TIGHT SPOT
SOURDOUGH 25-50D,WO,OEjDp,4903728518,CLEAN OUT - SWAB,X4-01470-E:SD25_50D,6/15/2017,6/16/2017,East,BYPASS PLUNGER,TIGHT SPOT
SOURDOUGH 25-50D,WO,EvHI1,4903728518,PLUNGER LIFT REPAIR,1000716043_7880_3728,10/5/2016,10/6/2016,East,BYPASS PLUNGER,TIGHT SPOT
SOURDOUGH 25-50D,WO,L5yF4,4903728518,PLUNGER LIFT REPAIR,1000716043_7883_3728,10/16/2016,10/17/2016,East,BYPASS PLUNGER,TIGHT SPOT
SOURDOUGH 25-50D,WO,PGNEH,4903728518,SURVEILLANCE,NULL,1/8/2018,1/9/2018,East,BYPASS PLUNGER,TIGHT SPOT
SOURDOUGH 25-50D,WO,DaXZs,4903728518,TUBING REPAIR,X4-013W1,11/15/2016,11/18/2016,East,BYPASS PLUNGER,TIGHT SPOT
THREEMILE 11-30D,WO,2kQN0,4903729196,CLEAN OUT - SWAB,1000771907_7883_3729,6/13/2016,6/14/2016,East,NULL,TIGHT SPOT
THREEMILE 11-30D,WO,MgxPR,4903729196,PLUNGER LIFT REPAIR,X4-013RP-E:TM11_30D,11/1/2016,11/2/2016,East,NULL,TIGHT SPOT
SOURDOUGH 33-110D,WO,iNgNe,4903728732,PLUNGER LIFT INSTALL,X4-01472-E:SD33_110D,4/25/2017,4/27/2017,East,TUBING,VENDOR MAKE UP
SOURDOUGH 33-110D,WO,LlWpK,4903728732,PLUNGER LIFT REPAIR,NULL,5/26/2017,5/27/2017,East,TUBING,VENDOR MAKE UP
SOURDOUGH 33-110D,WO,01N7H,4903728732,PLUNGER LIFT REPAIR,1000717694_7880_3728,10/13/2016,10/13/2016,East,TUBING,VENDOR MAKE UP
SOURDOUGH 33-110D,WO,3AUHe,4903728732,TUBING REPAIR,X4-01439,2/13/2017,2/17/2017,East,TUBING,VENDOR MAKE UP
COAL GULCH C-8,WO,wEAbo,4900722973,CLEAN OUT - SWAB,1000569160_7883_0722,10/12/2016,10/12/2016,West,PADDED PLUNGER,WEAR
COAL GULCH C-8,WO,u9oQF,4900722973,SURVEILLANCE,NULL,2/17/2017,2/17/2017,West,PADDED PLUNGER,WEAR
CRESTON 3-150D,WO,8DQqV,4900723935,CLEAN OUT - SWAB,1000350991_7883_0723,6/14/2016,6/15/2016,East,NULL,WEAR
CRESTON 3-150D,WO,hHayX,4900723935,CLEAN OUT - SWAB,X4-01470-E,6/19/2017,6/21/2017,East,NULL,WEAR
CRESTON 3-150D,WO,qqvHP,4900723935,CLEAN OUT - SWAB,X4-01470-E,6/2/2017,6/20/2017,East,NULL,WEAR
CRESTON 3-150D,WO,kRhUy,4900723935,SURVEILLANCE,1000350991_7881_0723,9/26/2016,10/1/2016,East,NULL,WEAR
COAL BANK 29-90D,WO,4c8Ua,4900724167,PLUNGER LIFT REPAIR,X4-01472-E:CB 29_90D,3/14/2017,3/15/2017,East,BYPASS PLUNGER,WEATHER
MEXICAN FLATS 1-2,WO,ERhJX,4903725577,PLUNGER LIFT REPAIR,NULL,8/3/2017,8/3/2017,West,TUBING,WELL CONDITIONS
MEXICAN FLATS 1-2,WO,3CLLN,4903725577,SURVEILLANCE,X4-01482-E-MF1_2,5/24/2017,5/24/2017,West,TUBING,WELL CONDITIONS
MEXICAN FLATS 1-2,WO,JDNEQ,4903725577,TUBING DEPTH CHANGE,X4-014C1,4/18/2017,4/21/2017,West,TUBING,WELL CONDITIONS
BITTER CREEK 15-2,WO,3R7Up,4903724661,PLUNGER LIFT REPAIR,1000805950_7880_3724,8/3/2016,8/3/2016,West,NULL,WELLHEAD COMPRESSOR TEST
BITTER CREEK 15-2,WO,L49cZ,4903724661,PLUNGER LIFT REPAIR,X4-013RP-E:BC15_2,11/20/2016,11/20/2016,West,NULL,WELLHEAD COMPRESSOR TEST
